397688	¿Cómo estás?	3236918	Çawa yî?
439797	Me vino la idea.	1498057	Idêa hate min.
462629	La capital de México es la ciudad más grande de Latinoamérica.	1498030	Paytext a México grantirîn bajar e li Latînoamerîka.
503576	El inglés no es difícil de aprender.	1524557	Englîzî ne zehmet e fêr bibî.
536856	Cuando muerdo este diente me duele.	1552871	Kengî ez gez dikim ev diran diêshe.
841935	La mancha desapareció después de que lavásemos la camisa.	1524540	Qirêj paqij bu pashê ku me kamîsa shusht.
842803	Si no entiendes, pregunta.	1501886	Eger tu tênegihishtî, bipirs.
870328	Los accidentes de tráfico aumentan año tras año.	1509861	Qeza yên trafîkê zêde dibin sal bi sal.
1053847	Si un filósofo no tiene barba blanca y larga no me fio de él.	1532934	Ku fîlosofer rî sipî u dirêj ne be, ez jê bawer nakim.
1126208	Vi a algunos pájaros salir volando.	1556002	Mi dît hin chivîk difirîn.
1502249	El parque está lleno de niños.	1502261	Park tijî ye ji zarokan.
1502250	Él trajo a su perro al colegio.	1502262	Wê kuchikê xwe aniya ekolê.
1502251	Tom no quería que eso sucediera.	1502263	Tom ne dixwest ku ev bibe.
1502252	Mi hermano me dio un muñeco adorable.	1502264	Brayê min da min leystokek xweshik.
1502253	Ella es completamente sorda en su oído izquierdo.	1502265	Ew kompletî kerr e ji guhê xwe yî chepê.
1502254	¡Agarrá un hoja y escribí!	1502268	Bibe pelekî u binîvisî.
1502255	Como era domingo, la tienda estaba cerrada.	1502276	Wek yekshem bu, magaza girtî bu.
1502256	Los días son más largos en verano.	1502259	Roj dirêjtir in di havînî de.
1502257	¿Es un estudiante japonés?	1502260	Tu xwendekarekî japonî î?
1596463	No tienes que ayudarme.	1596468	Ne gerek e tu alîkariya min bikî.
1596467	Esperamos tomando té.	1596474	Em benda vexwarina chayê ne.
2112285	Chris fue contratado como pintor de casas, así pudo reunir el dinero.	1500424	Chris kar girt wek malboyakar u karîbu peran hilîne.
3556605	Ese río es largo.	3557689	Ev rûbar dirêj e.
3752868	Me gusta la lengua kurda.	3752866	Ez ji zimanê Kurdî hez dikim.
4264384	Las manzanas tienen buena pinta.	4264383	Sêv baş xuya dikin
2189600	Ayer me levanté pronto.	4264390	Ez duh zû raketim
337088	Llueve.	1471239	Dibare.
456238	Está lloviendo.	1471239	Dibare.
456238	Está lloviendo.	1471241	Baran dibare.
337088	Llueve.	1471241	Baran dibare.
3559844	Yo sé.	1496807	Ez zanim.
1178633	Tú eres mi padre.	5810004	Tu bavê min î.
754039	Él tiene tres hermanos.	5810024	Sê birayên wî hene.
940083	Yo también lo creo.	1509827	Ez jî bawer dikim wisa.
6706959	Yo también pienso así.	1509827	Ez jî bawer dikim wisa.
5987759	También lo creo.	1509827	Ez jî bawer dikim wisa.
1486533	Yo pienso igual.	1509827	Ez jî bawer dikim wisa.
2378858	Yo también lo pienso.	1509827	Ez jî bawer dikim wisa.
6706954	Yo también pienso eso.	1509827	Ez jî bawer dikim wisa.
449153	¿Cómo te llamas?	8300837	Navê te çi ye?
795930	¿Qué hay de nuevo?	8300864	Çi xeber?
2830	¿Qué hora es?	8300899	Saet çend e?
937547	¿Qué día es hoy?	8300952	Îro çi roj e?
6704095	¿Hablas kurdo?	8300942	Tu zani bi kurdî?
540294	Hoy es domingo.	8300591	Îro yekşem e.
853351	¡Adiós!	8301471	Bi xatirê te!
403913	¡Buenos días!	8301411	Beyanî baş!
1786356	Tengo que trabajar.	8300986	Divê ez kar bikim.
584053	¿Estás listo?	8313248	Tu amade yî?
685494	¿Estás lista?	8313248	Tu amade yî?
382058	¡Gracias!	8313872	Sipas!
541328	¿Quién es?	8312955	Ew kî ye?
687733	¿Quién es ella?	8312955	Ew kî ye?
329919	¿Quién es él?	8312955	Ew kî ye?
786300	Puedes escribir en el idioma que quieras. En Tatoeba, todos los idiomas son iguales.	6155908	Tu dikarî binîvisî bi çi zimanî tu dixwazî. Ser Tatoeba, hemu ziman wekhev in.
2935659	Podés escribir en el idioma que querás. En Tatoeba todos los idiomas son iguales.	6155908	Tu dikarî binîvisî bi çi zimanî tu dixwazî. Ser Tatoeba, hemu ziman wekhev in.
785959	Puedes escribir en la lengua que quieras. En Tatoeba, todas las lenguas son iguales.	6155908	Tu dikarî binîvisî bi çi zimanî tu dixwazî. Ser Tatoeba, hemu ziman wekhev in.
354937	Yo soy profesor.	8318030	Ez mamoste me.
1236875	Soy profesora.	8318030	Ez mamoste me.
495245	Somos estudiantes.	8317933	Em xwendekar in.
574254	Soy estudiante.	8317902	Ez xwendekar im.
509629	No soy un estudiante.	8318317	Ez ne xwendekar im.
1281275	Él es profesor.	8318313	Ew mamoste ye.
453867	Ella es profesora.	8318313	Ew mamoste ye.
1383041	Es profesora.	8318313	Ew mamoste ye.
493008	Estoy bien, gracias.	8318482	Baş im, sipas.
927374	¡Ayuda!	8318477	Hawar!
380198	Te amo.	8327005	Ji te hez dikim.
2639	Te quiero.	8327005	Ji te hez dikim.
825041	Tengo mucha hambre.	8327333	Ez pir birçî me.
8329637	Mi nombre es Azad.	8329631	Navê min Azad e.
1545423	Mi nombre es Ivan.	8330860	Navê min Ivan e.
880676	Mi nombre es Ludwig.	8330835	Navê min Ludwig e.
1307074	Mi nombre es Tom.	8329781	Navê min Tom e.
562035	¿Cuántos hermanos tienes?	8335695	Çend birayên te hene?
1475447	¿Cuántos hermanos tenés?	8335695	Çend birayên te hene?
7162183	Esto es una abeja.	8339769	Ev mêşhingiv e.
6864206	¿Es eso un oso?	8339724	Ev hirç e?
1022027	¿Esto es un gato?	8339667	Ev pisîk e?
2973	Uno, dos, tres, cuatro, cinco, seis, siete, ocho, nueve, diez.	8342986	Yek, dido, sisê, çar, pênc, şeş, heft, heşt, neh, deh.
859733	Él es estudiante.	8342950	Ew xwendekar e.
3084180	Ella es estudiante.	8342950	Ew xwendekar e.
1327981	Ella es una estudiante.	8342950	Ew xwendekar e.
2151880	Son estudiantes.	8342945	Ew xwendekar in.
375872	¿Por qué?	8346096	Çima?
1006320	Soy médico.	8344561	Ez bijîşk im.
1006323	Soy médica.	8344561	Ez bijîşk im.
1237314	Soy cocinero.	8344558	Ez aşpêj im.
669985	No soy maestro.	8344373	Ez ne mamoste me.
2343103	No soy profesor.	8344373	Ez ne mamoste me.
2225009	Son las dos.	8349622	Saet dido ye.
1660415	La manzana es roja.	8361913	Sêv sor e.
4636668	Son las ocho y media.	8507533	Saet heşt û nîv e.
2151751	Son las nueve y media.	8507379	Saet neh û nîv e.
456176	Son las tres y media.	8507302	Saet sisê û nîv e.
454509	Son las ocho y cuarto.	8507226	Saet heşt û çarêk e.
1391505	Son las nueve y cuarto.	8507222	Saet neh û çarêk e.
1013260	Son las tres menos cuarto.	8506581	Saet sisê kêm çarêk e.
1417282	Son un cuarto para las tres.	8506581	Saet sisê kêm çarêk e.
6704095	¿Hablas kurdo?	8717103	Tu kurdî zani?
4491870	Ella se casó con alguien que estudia peces.	8733668	Ew bi yekî re zewicî ku masî xwendî.
3182225	Tú eres necesario.	8733771	Tu gerekî.
8734200	Quiero comprar una casa.	8733780	Ez dixwazim xaniyek bikirim.
8761625	Esta manzana es roja.	8311396	Ev sêv sor e.
7741737	Todo lo que digo es verdad.	8786694	Her tiştê min got rast e.
2416412	No estoy triste.	8874596	Ez ne xemgîn im.
2102145	Quiero ver a Tom ya.	8874602	Ez niha dixwazim Tomî bibînim.
8997672	Tengo 24 años	8349953	Ez 24 salî me.
9019212	me he cortado el pelo	9008694	Wêneyekî Tom li dîwêr e.
9019230	Antes de que vinierais yo estaba en el hospital	9008692	Berî hûn werin ez li nexweşxaneyê bûm.
9019237	En la pared hay un retrato de Tom	9008694	Wêneyekî Tom li dîwêr e.
9019252	Andando por la calle vi un accidente	3050812	Di meshê de li kolanê, min dît qeza.
9019254	Tienes que quedarte	3050818	Divê tu bimîne.
9019257	Mi libro no está aquí	5810068	Pirtûka min ne li vir e.
9019260	Yo vivo	5810071	Ez dijîm.
9019262	Mi hermano no está aquí hoy	5810072	Birayê min îro ne li vir e.
9019265	Tu hermano no está aquí hoy.	5810073	Birayê te îro ne li vir e.
9019272	Su hermano no está aquí hoy.	5810074	Birayê wî îro ne li vir e.
9019274	La estación más fría es el invierno.	8752541	Demsala herî sar zivistan e.
9019278	Conozco a tu amigo.	5989838	Ez hevalê te nas dikim.
9019283	Tiflis es la capital de Georgia	8410898	Tilbîs serbajarê Gurcistanê ye.
3752868	Me gusta la lengua kurda.	8717106	Ez zimanê kurdî hezdikim
9019288	El niño más joven dijo que un lobo vino y se comió a todos.	8705446	zaroka civantirîn got ku gurek hatiye û hemûyan xwariye.
9019297	Perdone, ¿dónde está el ascensor?	8313026	Biborin, asansor li kû ye?
9019300	Tienes que ver esta película cuanto tengas oportunidad	3050836	Divê tu temasheyî vî filmî bike dema te fersend dît.
9019303	Me llamo Wang Jiaming.	8329809	Navê min Wang Jiaming e.
9019305	¿Todavía está enfermo?	8717065	Ew hên nexweş e?
9019308	¿Sabes kurmanji?	8490191	Tu kurmancî dibêjî?
6896184	Yo no sabía nada.	6156915	Min nizanîbû tutiştî.
2202313	Lo siento, que no podía coger lo que dijiste.	9638668	Bibore, min nekarî gotina te bigirim.
1444497	El estómago y los intestinos grueso y delgado forman el sistema digestivo.	9639591	Gede, rûviya zirav û rûviya stûr koendama herisê pêk tînin.
6321338	¿Quiénes son los kurdos y por qué todavía no tienen un Estado?	8717108	Kurd kî ne, û çima dewletê wan nîne?
2224996	Laurie es una niña.	9813458	Laurie keçek e.
