1115	Lorsqu'il a demandé qui avait cassé la fenêtre, tous les garçons ont pris un air innocent.	334301	当他问起是谁打破了窗户时，所有的男生都显得很无辜。
1279	Je ne supporte pas ce type.	389785	我受不了这家伙。
1441	Pour une fois dans ma vie je fais un bon geste... Et ça ne sert à rien.	335055	我生平难得做了一件好事...却是没用的。
1593	Ne tenez aucun compte de ce qu'il dit.	389786	不要在乎他说的话。
3093	Qu'est-ce que tu fais ?	3	你在干什麼啊？
3093	Qu'est-ce que tu fais ?	420046	你现在在做什么？
3093	Qu'est-ce que tu fais ?	659301	你在干什么？
3094	Qu'est-ce que c'est ?	4	這是什麼啊？
3094	Qu'est-ce que c'est ?	347292	这是什么？
3094	Qu'est-ce que c'est ?	347298	这是啥？
3095	Aujourd'hui nous sommes le 18 juin et c'est l'anniversaire de Muiriel !	5	今天是６月１８号，也是Muiriel的生日！
3096	Joyeux anniversaire Muiriel !	6	生日快乐，Muiriel！
3097	Muiriel a 20 ans maintenant.	7	Muiriel现在20岁了。
3098	Le mot de passe est « Muiriel ».	8	密码是"Muiriel"。
3099	Je serai bientôt de retour.	9	我很快就會回來。
3100	Je ne sais pas.	10	我不知道。
3101	J'en perds mes mots.	11	我不知道應該說什麼才好。
3102	Ça ne va jamais finir.	12	這個永遠完不了了。
3103	Je ne sais simplement pas quoi dire...	13	我只是不知道應該說什麼而已……
3104	C’était un méchant lapin.	14	那是一隻有惡意的兔子。
3105	J'étais dans les montagnes.	15	我以前在山里。
3106	Est-ce que c'est une photo récente ?	16	那是一张近照吗？
3107	Je ne sais pas si j'ai le temps.	17	我不知道我有沒有時間。
3108	Pour une certaine raison le microphone ne marchait pas tout à l'heure.	18	剛才我的麥克風沒起作用，不知道為什麼。
3109	Tout le monde doit apprendre par soi-même en fin de compte.	19	到了最後，大家一定要靠自己學習。
3110	L'éducation dans ce monde me déçoit.	20	世界上的教育都讓我失望。
3111	L'apprentissage ne devrait pas être forcé. L'apprentissage devrait être encouragé.	501296	学习不应被强加。学习应受到鼓励。
3112	C'est une tâche difficile, choisir ce qui est "bon" ou "mauvais", mais il faut le faire.	21	选择什么是“对”或“错”是一项艰难的任务，我们却必须要完成它。
3113	Ça ne changera rien.	22	這樣做的話什麼都不會改變的。
3113	Ça ne changera rien.	347114	一切都不会改变。
3114	Ça coûtera 30 €.	23	這個要三十歐元。
3115	Je gagne 100 € par jour.	24	我一天賺一百歐元。
3116	Il se peut que j'abandonne bientôt et fasse une sieste à la place.	25	也许我会马上放弃然后去睡一觉。
3118	Ça n'arrivera pas.	26	那是不會發生的。
3119	Parfois il peut être un gars bizarre.	501300	有时候他会是一个奇怪的男生。
3120	Je ferai de mon mieux pour ne pas perturber tes révisions.	27	我会尽量不打扰你复习。
3121	Je ne peux que me demander si c'est la même chose pour tous les autres.	501302	我只能问自己这对其他所有人是不是一回事呢。
3123	Ne t'inquiète pas.	28	不要擔心。
3124	Tu me manques.	29	我很想你。
3124	Tu me manques.	813490	我想你。
3124	Tu me manques.	2180625	我想念你。
3125	Je les appellerai demain quand je reviendrai.	30	我明天回來的時候會跟他們聯絡。
3126	J'ai toujours plus apprécié les personnages mystérieux.	31	我一直都比較喜歡神秘一點的人物。
3127	Tu devrais dormir.	32	你應該去睡覺了吧。
3129	Je leur ai dit de m'envoyer un autre ticket.	34	我請他們再寄給我一張票。
3130	Tu es tellement impatiente avec moi.	501304	你对我那么没耐心。
3131	Je ne peux pas vivre comme ça.	35	我不能活那種命。
3132	Il fut un temps où je voulais être astrophysicien.	36	我曾經想過當個太空物理學家。
3133	Je n'ai jamais aimé la biologie.	37	我從來沒喜歡過生物學。
3134	La dernière personne à qui j'ai raconté mon idée a pensé que j'étais cinglé.	501305	最后一个听我说我的主意的人认为我疯了。
3135	Si le monde n'était pas dans l'état où il est maintenant, je pourrais faire confiance à n'importe qui.	501307	如果世界不是像现在这个样子，我可以信任任何人。
3136	C'est malheureusement vrai.	38	可惜这是真的。
3137	Ils sont trop occupés à se battre entre eux pour s'occuper d'idéaux communs.	501308	他们吵得不可开交，以至于没有专注于共同的理想。
3138	La plupart des gens pensent que je suis fou.	39	大部份的人覺得我瘋了。
3139	Non je ne le suis pas, c'est toi qui l'es !	40	不，我不是！你才是！
3140	C'est ma réplique !	41	那是我該說的話!
3141	Il me donne des coups de pied !	42	他在踢我！
3142	Est-ce que tu es sûr ?	43	你肯定吗？
3143	Alors il y a un problème...	44	那就表示有問題...
3144	Oh, il y a un papillon !	45	哦！有一隻蝴蝶！
3145	Dépêche-toi !	46	趕快!
3145	Dépêche-toi !	409074	快點!
3145	Dépêche-toi !	512039	快点！
3146	Ça ne me surprend pas.	501313	这并不让我惊讶。
3147	Si je pouvais être comme ça...	47	如果我可以像那樣的話...
3148	Pour une certaine raison je me sens plus vivant la nuit.	501315	由于某种原因，我晚上会觉得更生龙活虎。
3149	Ça dépend du contexte.	501316	这要看情况。
3150	Est-ce que tu te fous de moi ? !	48	你是在跟我開玩笑吧？！
3151	C'est la chose la plus stupide que j'ai jamais dite.	899750	我曾说过的废话当中那是最愚蠢的一句。
3152	Je ne veux pas être lamentable, je veux être cool ! !	501317	我不想变得悲惨，我想要潇洒!!
3153	Quand je serai grand, je veux être roi.	49	我長大後想當國王。
3154	L'Amérique est un endroit charmant pour vivre, si c'est pour gagner de l'argent.	501320	如果是为了赚钱的话，美国是个诱惑人居住的地方。
3155	Je suis si gros.	50	我好胖哦。
3156	Et alors ?	51	那又怎樣?
3157	Je vais le descendre.	52	我要把他射下來。
3158	Je ne suis pas un vrai poisson, je ne suis qu'une simple peluche.	423383	我不是一条真的鱼，我只是一个长毛绒玩具。
3159	Je ne fais que parler !	501321	我只是说说而已！
3160	C'était probablement ce qui a influencé leur décision.	501322	可能就是这个影响了他们的决定。
3161	Je me suis toujours demandé ce que ça ferait d'avoir des frères et sœurs.	501323	我总是想有兄弟姐妹会怎么样。
3162	C'est ce que j'aurais dit.	501324	这是我可能说过的。
3163	Ça me prendrait l'éternité pour tout expliquer.	501325	要都解释的话，需要一辈子的时间。
3164	C'est parce que tu es une fille.	53	那是因為妳是女生。
3165	Parfois je ne peux pas m'empêcher de montrer des émotions.	501326	有时候我会忍不住把情绪摆在脸上。
3166	C'est un mot pour lequel j'aimerais trouver un substitut.	501327	这就是我想要替代的那个词。
3167	Ce serait quelque chose qu'il faudrait que je programme.	501328	这是我该计划的事。
3168	Il n'est pas dans mon intention d'être égoïste.	501330	自私不是我的本意。
3169	Réfléchissons au pire qui pourrait arriver.	501331	考虑一下最坏的情况下会发生什么。
3170	Combien d'amis proches est-ce que tu as ?	501332	你有多少至交？
