1564	Thank you very much!	1472056	Grandmercé !
1619	May I talk to Ms. Brown?	1143021	E podi parlar a Dauna Brown ?
1622	What do you want?	1120059	De qué volètz ?
1622	What do you want?	1120061	De qué vòus ?
1712	I have a headache.	1129705	Qu'èi mau de cap.
2089	He's sleeping like a baby.	1118263	Que drom com un nenet.
2370	Enjoy your meal!	1039616	Bon apetit !
5944	Tell me about it!	1132017	Parla me'n d'aquò !
15779	You'll come to like her.	1133936	Vas aprénguer a l'aimar.
15838	You ought to thank him.	1134849	Que't caleré lo mercejar.
15950	You ran a red light.	1134850	Ès passat au rotge.
16104	You were late for work.	1134861	Ès arribat tròp tard au tribalh.
16122	You must do your best.	1134847	Que't cau hèr çò de melhor.
16161	You'd better not go.	1129674	Que't caleré n'i anar pas.
16246	Will you stay at home?	1133911	E vas demorar a casa ?
16246	Will you stay at home?	1133912	E vatz demorar a casa ?
16263	What do you want to be?	1143003	De qué vòus estar ?
16268	What woke you up?	1141802	De qué t'a deishudat ?
16274	What do you like?	1141781	De qué t'agrada ?
16274	What do you like?	1141782	De qué vos agrada ?
16317	You'd better consult the doctor.	1157513	Te caleré melhor consultar lo mètge.
16492	What are you doing?	1131964	Va plan ?
16926	Your hair is too long.	1134852	As lo pèu tròp long.
16997	When is your birthday?	1131995	Quan ei lo ton aniversari ?
17110	Where are your things?	1141818	On as las atrunas ?
17125	What do you do?	1131964	Va plan ?
18099	I bought a pair of shoes.	1142972	Qu'èi crompat un parelh de cauçaduras.
18224	Is it possible to take a shuttle bus from the airport to the hotel?	1035510	Es possible de prénguer una naveta de l'aeropòrt a l'ostalaria ?
18527	Do you want to be rich?	1143004	E vòus estar ric ?
18531	I wish I were rich.	1034734	M'agradaré d'estar ric.
19092	The church clock gains three minutes a week.	1034499	La campana de la glèisa abança de tres minutas de mei cada setmana.
19349	Do you like fish?	1141836	T'agrada lo peish ?
19349	Do you like fish?	1141837	T'agrada lo pesquit ?
