2482	Tengo que irme a dormir.	5662	Tôi phải đi ngủ.
2483	¿Qué estás haciendo?	5663	Bạn đang làm gì đây?
2484	¿Qué es eso?	5664	Cái này là gì?
2485	¡Hoy es 18 de junio y es el cumpleaños de Muiriel!	5665	Hôm nay là ngày 18 tháng sáu, và cũng là ngày sinh nhật của Muiriel!
2486	¡Feliz cumpleaños, Muiriel!	5666	Chúc mừng sinh nhật, Muiriel!
2487	Ahora, Muiriel tiene 20 años.	5667	Bây giờ Muiriel được 20 tuổi.
2488	La contraseña es "Muiriel".	5668	Mật mã là "Muiriel".
2491	No tengo palabras.	5671	Tôi hết lời để nói.
2493	Simplemente no sé qué decir...	5673	Tôi không biết nên nói gì cả...
2494	Era un conejo malo.	5674	Đó là một con thỏ hung ác.
2495	Yo estaba en las montañas.	5675	Tôi từ trên núi xuống.
2496	¿Es una foto reciente?	5676	Tấm hình này có mới không?
2499	Todo el mundo debe aprender por sí mismo al final.	5677	Rốt cuộc, ai cũng phải tự học thôi.
2510	Me voy a esforzar por no molestarte en tus estudios.	5679	Tôi sẽ cố không quấy rầy bạn học hành.
2513	No te preocupes.	5680	Đừng lo.
2517	Deberías dormir.	5682	Bạn nên đi ngủ đi.
2525	Si el mundo no fuera como es, yo podría confiar en cualquiera.	5684	Nếu thế giới không như bây giờ, thì tôi có thể tin ai cũng được.
2525	Si el mundo no fuera como es, yo podría confiar en cualquiera.	407100	Nếu mà thế giới không như thế này, cái gì tôi cũng tin.
2526	Desafortunadamente es verdad.	5685	Tiếc rằng cái đó là sự thật.
2534	¡Ah, allí hay una mariposa!	5687	Ô kìa, con bươm bướm!
2535	¡Date prisa!	5688	Mau lên!
2537	Si yo pudiera ser así...	5689	Giá mà tôi cũng như vậy...
2539	Eso depende del contexto.	5690	Cái đó tùy thuộc vào văn cảnh.
2544	América es un lugar encantador para vivir, si estás aquí para ganar dinero.	5692	Sống ở Mỹ rất thích nếu là ở đây để kiếm tiền.
2545	Estoy tan gordo.	5693	Tôi mập quá.
2546	¿Entonces qué?	5694	Thì sao?
2547	Voy a pegarle un tiro.	5695	Tao sẽ bắn hạ nó.
2558	No tengo la intención de ser egoísta.	5697	Tôi không có ý định ích kỷ đâu.
2560	¿Cuántos amigos íntimos tienes?	5698	Bạn có bao nhiêu bạn thân?
2564	Uno siempre puede encontrar tiempo.	5700	Một người luôn luôn có thể kiếm thêm thì giờ.
2571	Si pudiera enviarte un malvavisco, Trang, lo haría.	5702	Nếu tôi có thể gửi Trang một cục marshmallow thì tôi sẽ gửi.
2577	Soy una persona que tiene muchos defectos, pero esos defectos pueden ser corregidos fácilmente.	5703	Tôi là người có nhiều thói xấu nhưng những thói xấu này có thể dễ dàng sửa.
2578	Cada vez que encuentro algo que me gusta, es demasiado caro.	5704	Hễ tôi kiếm được cái gì tôi thích thì nó lại đắt quá.
2585	Eso es intrigante.	5706	Cái đó nhìn hấp dẫn.
2598	A mi profesor de física no le importa si me salto las clases.	5707	Thầy vật lý không để ý đến việc lên lớp của tôi.
2600	Odio cuando hay mucha gente.	5708	Tôi ghét những lúc đông người.
2606	La policía te hará encontrar las balas.	5709	Cảnh sát sẽ bắt bạn tìm ra mấy viên đạn.
2613	No sé qué quieres decir.	5711	Tôi không biết ý của bạn là gì.
2615	¿Querías hablarme de libertad?	5712	Bạn muốn nói với tôi về sự tự do hả?
2622	Necesito hacerte una pregunta tonta.	5714	Tôi cần hỏi một câu hỏi ngớ ngẩn.
2623	¡No sé cómo demostrarlo, ya que es tan evidente!	5715	Tôi không biết phải trình bày thế nào, bởi vì nó đã quá rõ ràng rồi.
2625	¿Se puede expresar de otra manera?	5716	Có thể nói cách khác được không?
