2639	Te quiero.	565947	Волим те.
2822	Me llamo Jack.	466258	Зовем се Џек.
2965	"Gracias." "De nada."	399225	"Хвала." "Нема на чему."
2998	¿Dónde estás?	396724	Где си ти?
332228	De nada.	399224	Нема на чему.
341469	Tengo muchos libros.	1232303	Ја имам много књига.
348406	Yo soy Jorge.	665331	Ja sam Jorge.
356203	¿Quién eres?	466242	Ко си ти?
427036	¡Hasta luego!	2738964	Довиђења!
432212	Él es un chico inteligente.	1046011	Он је интелигентан дечак.
436118	¿Cómo se dice "cat" en español?	478260	Како се каже „мачка“ на шпанском?
436768	Me gusta estudiar idiomas extranjeros.	2652557	Волим да студирам стране језике.
449153	¿Cómo te llamas?	468349	Како се ти зовеш?
449777	A quien madruga Dios le ayuda.	398499	Ко рано рани, две среће граби.
453876	Él es mi amigo.	490782	Он је мој друг.
455828	Estoy aburrido.	3669334	Dosadno mi je.
456124	Es mi amigo.	490782	Он је мој друг.
460409	¡El latín es la lengua del futuro!	3341495	Latinski je jezik budućnosti!
461028	¿Cómo se llama?	476810	Како се зове?
461028	¿Cómo se llama?	476824	Како се зовете?
464309	Muy bien, gracias.	1657890	Врло добро, хвала.
475270	Tus zapatos están aquí.	471601	Твоје ципеле су овде.
477135	Sí.	478740	Да.
493008	Estoy bien, gracias.	884783	Hvala. Dobro sam.
500189	Ella se llama Lucifera.	488765	Она се зове Луцифера.
509760	Necesitamos dinero.	3306716	Treba nam novac.
540313	Las manzanas son rojas.	1183324	Јабуке су црвене.
540511	Wang Lao Ji no es una cerveza, es té.	540496	Ванг Лао Ђи није пиво. Чај је.
549262	¿Cuántas manzanas?	664830	Koliko jabuka?
562079	Hasta la vista.	2738964	Довиђења!
562159	Somos viejos amigos.	1116799	Ми смо стари пријатељи.
578630	En el principio creó Dios los cielos y la tierra.	1048705	У почетку Бог је створио небо и Земљу.
596001	No pierdas la esperanza.	1392042	Не губи наду.
600621	El perro se llama Ken.	476813	Пас зове се Кен.
605671	Los planetas giran alrededor de una estrella.	1193122	Планете се окрећу око звезде.
606201	No puedo hablar en inglés, mucho menos en español.	1193132	Не знам енглески, још мање шпански.
614763	Tenemos dos niños.	706338	Imamo dvoje dece.
687549	¿Dónde están las jirafas?	2499863	Gde su žirafe?
692737	Prefiero el vino tinto al blanco.	1076246	Више волим црвено него бело вино.
736033	¿Cuál es más grande: el Sol o la Tierra?	890854	Šta je veće, Sunce ili Zemlja?
800052	«¿Eres un estudiante japonés?» «Sí, lo soy».	800040	"Da li si ti japanski student?" " Da, jesam".
850006	Adiós.	2738964	Довиђења!
850007	Chao.	2738964	Довиђења!
