2365642	I love you!	7303226	k Hol van die!
1437	Congratulations!	7303291	Felesiteerd!
24657	Why didn't you come?	7303620	Woarom kwamst doe nait?
24657	Why didn't you come?	7303621	Woarom kwammen joe nait?
24659	What are you talking about!?	7303628	Woar proats over?
24659	What are you talking about!?	7303630	Woar proaten joe over?
24673	What's biting you?	7303660	Wat biet joe?
24673	What's biting you?	7303661	Wat biet die?
24674	What did you buy?	7303676	Wat hest kòcht?
24674	What did you buy?	7303680	Wat het kòcht?
24674	What did you buy?	7303681	Wat hebben joe kòcht?
24676	What are you reading?	7303691	Wat leest doe?
24676	What are you reading?	7303692	Wat lezen joe?
24678	What was stolen?	7303702	Wat is stolen?
24683	What're you waiting for?	7303709	Woarop wachst doe?
24683	What're you waiting for?	7303711	Woarop wachten joe?
24687	What should I eat?	7303714	Wat zól k eten?
24693	What did you make?	7303723	Wat hebben joe moakt?
470162	He is drunk.	7303737	Hai is doen.
7303740	He is always drunk!	7303756	Hai is aaltied doen!
374827	Thank you!	7321522	Danke.
448645	Thanks!	7321522	Danke.
5254795	Frogs eat flies.	7369686	Kikkers eten mugge.
63781	Frogs are afraid of snakes.	7369723	Kikkers binnen baange veur slaange.
936937	I hate mosquitoes.	7369733	k Hoat neefkes.
3555587	Mosquitos love me.	7369741	Neefkes holden van mie.
373330	Hello!	7372275	Moi!
3820840	My cat loves shrimp.	7536539	Mien kadde holt van genoat.
7061546	It's autumn again.	7536545	't Is weer haarst.
3820840	My cat loves shrimp.	7536546	Mien poei holt van genoat.
248427	We must work hard.	7308677	Wie mòtten knooien.
349845	Act. Don't talk.	7536597	Nait soezen, mor broezen.
7536600	I live in Groningen.	7536609	k Woon ien de Stad.
7536612	I live in Groningen city.	7536604	k Woon ien Stad.
7536612	I live in Groningen city.	7536609	k Woon ien de Stad.
7536600	I live in Groningen.	7536604	k Woon ien Stad.
7536600	I live in Groningen.	7536615	k Woon ien Grunnen.
1229218	We have him!	7536644	Wie hebben hom!
1229219	We have her!	7536647	Wie hebben heur!
1229217	We have it!	7536652	Wie hebben t!
1764505	We have wine.	7536679	Wie hebben wien.
1893844	We have guests.	7536683	Wie hebben uutvanhuzern.
2241106	We have everything.	7536688	Wie hebben aal.
2241108	We have food.	7536692	Wie hebben eten.
2241111	We have pictures.	7536697	Wie hebben kiekploatjes.
5359986	We have eggs.	7536700	Wie hebben aaier.
6884112	We have rice.	7536701	Wie hebben ries.
243584	We have no sugar.	7536703	Wie hebben gain sukker.
408163	We have two kids.	7536707	Wie hebben twij kiender.
419711	We only have tea.	7536708	Wie hebben allain thee.
464390	We have forty-five.	7536709	Wie hebben vievenvattig.
2273775	We have to leave.	7536710	Wie mòtten goan.
7536726	I speak Gronings.	7536723	k Proat Grunnegs.
7536751	I'm a Groninger.	7536627	k Bin n Stadjer.
7536751	I'm a Groninger.	7536630	k Bin n Grunneger.
7536775	I'm from Winschoten.	7536774	k Kom oet Winschoot.
39944	Come here.	7545730	Hiereban.
5295840	Come here!	7545732	Hiereban!
855284	Good day!	7545735	Goeiedag eem!
855284	Good day!	7545736	Goeiedag!
1844755	Good day.	7545737	Goeiedag eem.
1844755	Good day.	7545738	Goeiedag.
7431252	Good day, Sir!	7545742	Goeiedag, meneer!
455293	He fell into the ditch.	7545760	Hai is ien diep valen.
456241	It's spring.	7545810	't Is lìnte.
456241	It's spring.	7545811	't Is veujoar.
792539	It's not spring yet.	7545816	't Is nog gain lìnte.
792539	It's not spring yet.	7545817	't Is nog gain veujoar.
4880021	Tom bought a drone.	7545818	Tom kòcht ain lutje kopter.
33175	Is Bob right?	7545833	Het Bob geliek?
300372	Is he right?	7545835	Het hai geliek?
2203295	Tom is right.	7545837	Tom het geliek.
2244634	Is Tom right?	7545838	Het Tom geliek?
16948	Your answer is right.	7545845	Dien antwoord is juust.
16948	Your answer is right.	7545846	Dien antwoord is goud.
1117500	The man is right.	7545858	Man het geliek.
7212647	It's obvious Tom is right.	7545866	t Is dudelk dat Tom geliek het.
50733	One of these two answers is right.	7545874	Aine van dizze twij antwoorden is goud.
50733	One of these two answers is right.	7545875	Aine van dizze twij antwoorden is juust.
4132827	I think that Tom is right.	7545878	k Denk dat Tom geliek het.
1202076	I like ants.	7546182	k Hol van mieghommels.
6298250	Ants like sugar.	7546186	Mieghommels holden van sukker.
6811454	An ant bit me.	7546194	Ain mieghommel beet mie.
908758	Who's your favorite?	7546207	Wèl is dien faveriet?
2218211	You're my favorite.	7546214	Doe bist mien faveriet.
2218211	You're my favorite.	7546218	Joe binnen mien faveriet.
2273305	Tom is my favorite.	7546225	Tom is mien faveriet.
2646667	You were my favorite.	7546231	Joe was mien faveriet.
2646667	You were my favorite.	7546232	Doe wast mien faveriet.
2646804	Was it your favorite?	7546237	Was t dien faveriet?
5756696	Tom was my favorite.	7546242	Tom was mien faveriet.
42850	It's my favorite food.	7546258	't Is mien faveriete eten.
43116	It's my favorite song.	7546262	't Is mien faveriete laid.
70679	What's your favorite food?	7546264	Wat is dien faveriete eten.
717612	What's your favorite music?	7546316	Wat is dien faveriete meziek?
906708	What's your favorite candy?	7546385	Wat is dien faveriete slik?
906943	What's your favorite wine?	7546409	Wat is dien faveriete wien?
31567	Almost.	7546452	Sikkom.
393357	Please.	7546453	Asjeblieft.
435084	Help!	7546454	Help!
1148358	Yes!	7546456	Joa!
1148358	Yes!	7546457	Ja!
1349052	Stay!	7546458	Blief!
1532901	Liar!	7546462	Leugender!
1804273	Look!	7546465	Kiek!
1829639	Fire!	7546467	Vuur!
1829639	Fire!	7546468	Braand!
2083030	Who?	7546469	Wèl?
2835472	Indeed!	7546475	Allerdeegs!
3644088	Congrats!	7303291	Felesiteerd!
4606511	Where?	7546479	Woar?
4625694	When?	7546482	Wenneer?
5041763	Here?	7546486	Hier?
66763	I'm painting Easter eggs.	7547481	k Schilder poaskaaier.
2761928	Somebody ate my Easter egg.	7547485	Aine het mien poaskaai eten.
2761928	Somebody ate my Easter egg.	7547486	Aine at mien poaskaai.
4042256	Painting Easter eggs is fun.	7547487	Poaskaaier schildern is lúk.
4189137	Do you believe in the Easter Bunny?	7547492	Geleufs doe ien de Poaskhoaze?
838811	Grandma likes watching TV.	7547500	Beppe kiekt geern kiekkaast.
838811	Grandma likes watching TV.	7547501	Grootmoe kiekt geern kiekkaast.
6368809	"Where are you from?" "I'm from Paris."	7547633	"Woar komst heer?" "k Kom oet Paries."
2860594	Don't watch television.	7547496	Kiek gain kiekkaast.
2643960	Tom is watching television.	7547497	Tom kiekt kiekkaast.
6532314	Are you watching TV?	7547493	Kiekst doe kiekkaast?
6532314	Are you watching TV?	7547495	Kieken joe kiekkaast?
254432	I was watching TV then.	7547498	Din kiek k kiekkaast.
4468686	Do you have time?	7536586	Kinst wachten?
5806908	I don't have a TV.	7547499	k Heb gain kiekkaast.
1839310	Where are the parents?	7303696	Woar binnen d'olders?
410751	I like you.	7536592	Doe bist schier.
954972	Is it going to snow tonight?	7318035	Gaait het toavend snijen?
258135	I had my watch stolen.	7308690	Mien allozie was stolen.
7801230	I could not care less.	7801227	't Kin mie niks verrekn.
2648313	Tom opened a beer.	7801628	Tom opende n bier.
2549595	Tom's not here.	7801629	Tom is nait hier.
2893620	Let's all go to Luna Park.	7801630	Loaten wie aal noar Luna park goan.
7199152	Sami knew a little bit about that.	7801633	Sami wis n klain bietje over dat.
2403537	I have one green shirt.	7801642	k Heb ain gruine maauwhemd.
70232	You are all too quick.	7801656	Joe binnen aal te snel
7556377	I'm from Drenthe.	7801660	k Kom oet Drìnthe.
7556381	I'm from North Holland.	7801669	k Kom oet Noord-Hollaand.
7556380	I'm from South Holland.	7801670	k Kom oet Zuud-Hollaand.
7556371	I'm from Zeeland.	7801675	k Kom oet Zeelaand.
1808127	There are no stupid questions.	7809810	Der binnen gain ozzege vroagen.
7344963	It was a humid, grey summer day at the end of June.	7830510	t Was n sladderge, graauwe zummerdag ien ìnd juni.
770010	He speaks very fast.	7831057	Hai spreekt hail gaauw.
770010	He speaks very fast.	7831058	Hai spreekt bekjegaauw.
6520886	I helped Tom and Mary wash their cars.	7831059	k Holp Tom en Maria mit heur auto's wassen.
5282477	Can I?	7831326	Kin k?
6146117	I can.	7831327	k Kin.
256178	I can swim.	7831329	k Kin swemmen.
261421	I can jump.	7831330	k Kin springen.
266051	Can I help?	7831332	Kin k helpen?
744722	I can drive.	7831333	k Kin rieden.
774825	I can fly.	7831336	k Kin vlaigen.
779886	I can't.	7831337	k Kin nait.
853204	I can not.	7831337	k Kin nait.
1173661	I can run.	7831338	k Kin runnen.
1428567	Can I come?	7831339	Kin k kommen?
1472328	Can I cry?	7831341	Kin k schraaien?
1472328	Can I cry?	7831342	Kin k liepen?
1564744	Can I eat?	7831343	Kin k eten?
2005175	Can I stay?	7831345	Kin k blieven?
2245038	Can I begin?	7831346	Kin k begunnen?
2245638	I can come.	7831347	k Kin kommen.
2245639	I can cook.	7831348	k Kin koken.
2245640	I can dance.	7831349	k Kin daanzen.
2245641	I can explain.	7831350	k Kin oetleggen.
2245642	I can help.	7831351	k Kin helpen.
2245645	I can sing.	7831352	k Kin zingen.
2245646	I can stay.	7831353	k Kin blieven.
2245647	I can wait.	7831354	k Kin wachten.
2245648	I can walk.	7831355	k Kin lopen.
2650192	Can I see?	7831356	Kin k zain?
3092548	I can go.	7831357	k Kin goan.
3220342	I can read.	7831358	k Kin lezen.
5825527	Can I go?	7831359	Kin k goan?
6029106	I can't!	7831360	k Kin nait!
6358742	Can I sing?	7831361	Kin k zingen?
6358763	I can win.	7831362	k Kin winnen.
6577217	Can I speak?	7831363	Kin k spreken?
280208	I can't move.	7831443	k Kin nait bewegen.
408069	What can I do?	7831446	Wat kin k doun?
421381	I can come tomorrow.	7831456	k Kin mörgen kommen.
433759	I think I can.	7831457	k Denk da'k kin.
434392	Can I walk there?	7831458	Kin k doar lopen?
501171	I can sing well.	7831459	k Kin goud zingen.
510569	Can I dance here?	7831460	Kin k hier daanzen?
534689	I can hear everything.	7831461	k Kin aal heuren.
550246	I can't remember.	7831462	k Kin t mie nait heugen.
609291	I can't talk.	7831463	k Kin nait proaten.
687500	When can I travel?	7831464	Wenneer kin k raaizen?
742072	Can I come too?	7831466	Kin k ook kommen?
956779	I can't fly.	7831468	k Kin nait vlaigen.
1140183	I can't swim.	7831469	k Kin nait swemmen.
1189413	I can't sleep.	7831470	k Kin nait sloapen.
1201416	I can't explain.	7831472	k Kin nait oetleggen.
1216974	I can't complain.	7831474	k Kin nait kloagen.
1489345	What can I say?	7831485	Wat kin k zeggen?
1537275	Can I sit here?	7831486	Kin k hier zitten?
1543625	Maybe I can help.	7831491	Meschain kin k helpen.
1557007	I can sleep anywhere.	7831492	k Kin overaal sloapen.
1650172	I can't breathe.	7831494	k Kin nait oamen.
1782754	I can eat anything.	7831496	k Kin aal eten.
1832174	Can I touch it?	7831498	Kin k t aanrouken?
1841700	I can't see.	7831501	k Kin nait zain.
1841705	I can feel it.	7831504	k Kin t vuilen.
1855148	I can explain everything.	7831506	k Kin aal oetleggen.
1883025	I can't sing.	7831507	k Kin nait zingen.
1885951	How can I help?	7831508	Hou kin k helpen?
413731	One, two, three, four, five, six, seven, eight, nine, ten.	7831520	Aine, twije, drije, vare, vieve, zezze, zeuven, aachte, negen, tiene.
2025467	Zero, one, two, three, four, five, six, seven, eight, nine, ten.	7831523	Nul, aine, twije, drije, vare, vieve, zezze, zeuven, aachte, negen, tiene.
351742	Ten, eleven, twelve, thirteen, fourteen, fifteen, sixteen, seventeen, eighteen, nineteen, twenty.	7831529	Tiene, elven, twaalfen, dattien, vattien, vieftien, zestien, zeuventien, aachttien, negentien, twinteg.
622303	Ten, twenty, thirty, forty, fifty, sixty, seventy, eighty, ninety, hundred.	7831531	Tiene, twinteg, datteg, vatteg, viefteg, zesteg, zeuventeg, tachteg, negenteg, honderd.
7724992	The months of the year are: January, February, March, April, May, June, July, August, September, October, November and December.	7831537	Moanden van t joar binnen: jannewoarie, feberwoarie, meert, april, maai, juni, juli, augustus, september, oktober, november en dezember.
6703700	The months of the year are: January, February, March, April, May, June, July, August, September, October, November, December.	7831545	Moanden van t joar binnen: jannewoarie, feberwoarie, meert, april, maai, juni, juli, augustus, september, oktober, november, dezember.
16475	You look very tired.	7831622	Doe zigst ter hail muide oet.
16475	You look very tired.	7831624	Joe zain der hail muide oet.
435726	It's very cold.	7831625	t Is hail kold.
2080085	It is in the kitchen.	7831626	t Is ien keuken.
292861	He is still young.	7831627	Hai is nog jong.
55079	These books are new.	7831628	Dizze bouken binnen nij.
72493	Give me five days.	7831631	Geef mie vief doagen.
60349	This apple is sweet.	7831632	Dizze appel is zuit.
20305	You have to be patient.	7831633	Doe most liedzoam wezen.
20305	You have to be patient.	7831635	Joe motten liedzoam wezen.
261394	I was tired.	7831636	k Was muide.
1479371	It never happened.	7831637	t Is nooit gebeurd.
2245932	I like beer.	7831638	k Mag bier.
2123628	I waited.	7831639	k Wachtte.
2123628	I waited.	7831640	k Heb wacht.
288121	He has a dog.	7831641	Hai het n hond.
2123506	We forgot.	7831947	Wie vergatten.
913465	He's lying.	7831948	Hai laigt.
913465	He's lying.	7831950	Hai is aan t laigen.
433730	Of course!	7831951	Noaturelk!
379143	Do you want to go?	7831952	Wilstoe goan?
